0.7164,-0.040597,-0.53023,-42212,8735.2,0.71273,-0.04427,0.082463,-46043,7262.5,0.70978,-0.047222,0.064588,-49112,7913.3,0.71259,-0.044409,0.01896,-46186,9689.2,0.71172,-0.045279,-0.013132,-47090,11481,0.71287,-0.044133,-0.052188,-45897,10931
0.59732,-0.15968,-2.3497,-1.6601e+05,32942,0.70543,-0.051573,-1.2258,-53610,26095,0.71132,-0.045684,-0.43871,-47502,17958,0.70186,-0.055144,-0.41386,-57341,18941,0.69793,-0.059065,-0.40692,-61419,19716,0.62695,-0.13005,-0.89921,-1.3523e+05,23772
0.56461,-0.19239,0.51971,-2.001e+05,-21796,0.67214,-0.084859,-0.11003,-88251,2826.6,0.69813,-0.058872,-0.33859,-61222,16542,0.68798,-0.069023,-0.40012,-71778,17539,0.68033,-0.076667,-0.41326,-79727,14570,0.62716,-0.12984,0.25794,-1.3504e+05,-20305
0.61497,-0.14203,1.044,-1.4772e+05,-24356,0.67487,-0.082132,0.25349,-85422,-9956.8,0.68487,-0.072135,-0.24492,-75016,18432,0.67439,-0.082615,-0.2754,-85915,18660,0.66906,-0.087936,-0.18114,-91451,16399,0.65197,-0.10503,0.29583,-1.0924e+05,-13838
0.65187,-0.10513,0.22012,-1.0934e+05,-19699,0.67379,-0.083208,-0.33515,-86530,14559,0.67341,-0.083591,-0.44067,-86926,18738,0.66233,-0.094667,-0.42889,-98446,18449,0.65773,-0.099271,-0.42911,-1.0323e+05,17989,0.64925,-0.10775,-0.41025,-1.1206e+05,16033
0.6492,-0.1078,-0.68639,-1.121e+05,21124,0.65828,-0.09872,-0.58645,-1.0266e+05,20115,0.65636,-0.10064,-0.54347,-1.0466e+05,20103,0.64867,-0.10833,-0.4061,-1.1266e+05,18932,0.64699,-0.11001,-0.2963,-1.1441e+05,16998,0.63967,-0.11733,-0.23267,-1.2202e+05,10850
0.63137,-0.12563,-0.27772,-1.3066e+05,18155,0.64076,-0.11624,-0.26359,-1.2088e+05,17475,0.64115,-0.11585,-0.21454,-1.2048e+05,16226,0.63871,-0.11829,-0.10608,-1.2302e+05,11275,0.64132,-0.11568,-0.024943,-1.203e+05,5180.4,0.63742,-0.11958,0.047713,-1.2436e+05,-796.17
0.62067,-0.13633,-0.30471,-1.4178e+05,9743.3,0.63039,-0.12661,-0.2697,-1.3166e+05,8155,0.63257,-0.12443,-0.19596,-1.294e+05,8218.5,0.63339,-0.12361,-0.10465,-1.2855e+05,4995.9,0.63922,-0.11778,0.0015199,-1.2249e+05,1919.5,0.63827,-0.11873,0.087214,-1.2348e+05,-889.74
0.61625,-0.14075,-0.017597,-1.4637e+05,2669.9,0.62617,-0.13083,-0.021633,-1.3607e+05,1716.9,0.62902,-0.12798,-0.023297,-1.331e+05,1866.7,0.63155,-0.12545,-0.0092854,-1.3046e+05,35.65,0.63914,-0.11786,0.0113,-1.2257e+05,-1944.3,0.63998,-0.11702,0.041021,-1.217e+05,-4258
0.61616,-0.14084,0.020349,-1.4647e+05,-244.78,0.62624,-0.13076,0.025335,-1.3599e+05,-809.42,0.62919,-0.12781,0.028199,-1.3292e+05,-1617.5,0.63242,-0.12458,0.038079,-1.2956e+05,-3052.4,0.64078,-0.11622,0.049054,-1.2087e+05,-4624.5,0.6429,-0.1141,0.073859,-1.1866e+05,-6472.2
0.61652,-0.14048,0.0018536,-1.461e+05,100.02,0.62727,-0.12973,0.013153,-1.3492e+05,-951.32,0.63062,-0.12638,0.017435,-1.3144e+05,-1802.5,0.63441,-0.12259,0.02308,-1.275e+05,-2678.9,0.64353,-0.11347,0.030567,-1.1801e+05,-3750,0.64673,-0.11027,0.040752,-1.1468e+05,-4609.5
0.61711,-0.13989,0.095491,-1.4549e+05,-5210.2,0.6286,-0.1284,0.099608,-1.3353e+05,-5208.3,0.63238,-0.12462,0.10102,-1.296e+05,-5717.7,0.63657,-0.12043,0.092795,-1.2525e+05,-5892.1,0.64641,-0.11059,0.097958,-1.1502e+05,-6970.5,0.65032,-0.10668,0.11493,-1.1095e+05,-7628.6
0.61949,-0.13751,0.062548,-1.4301e+05,-4602.7,0.63129,-0.12571,0.078328,-1.3074e+05,-5018.5,0.63503,-0.12197,0.08061,-1.2684e+05,-5727,0.63919,-0.11781,0.077333,-1.2252e+05,-5488.1,0.64914,-0.10786,0.081578,-1.1218e+05,-5611.8,0.65352,-0.10348,0.091074,-1.0762e+05,-5959.1
0.62229,-0.13471,0.077642,-1.401e+05,-3872.4,0.6345,-0.1225,0.087191,-1.274e+05,-3571.8,0.63818,-0.11882,0.07838,-1.2358e+05,-4067,0.642,-0.115,0.07623,-1.196e+05,-3322.8,0.65191,-0.10509,0.072813,-1.093e+05,-3035.3,0.65646,-0.10054,0.06828,-1.0457e+05,-2890
0.62509,-0.13191,0.01954,-1.3719e+05,-2873.2,0.63749,-0.11951,0.020105,-1.2429e+05,-2717.1,0.64114,-0.11586,0.020939,-1.205e+05,-2905.2,0.6446,-0.1124,0.016649,-1.169e+05,-2670.4,0.65441,-0.10259,0.015936,-1.0669e+05,-2640.2,0.65887,-0.098132,0.015165,-1.0206e+05,-2388
0.62738,-0.12962,0.077128,-1.3481e+05,-4803.5,0.63987,-0.11713,0.077462,-1.2181e+05,-4481.3,0.64351,-0.11349,0.077492,-1.1803e+05,-4556.9,0.64663,-0.11037,0.067038,-1.1479e+05,-3751.2,0.65635,-0.10065,0.065339,-1.0467e+05,-3289,0.6606,-0.096404,0.056753,-1.0026e+05,-2433.3
0.62993,-0.12707,0.1331,-1.3215e+05,-5016.1,0.64223,-0.11477,0.10536,-1.1936e+05,-4283.7,0.64558,-0.11142,0.081349,-1.1588e+05,-3571.9,0.64814,-0.10886,0.0466,-1.1322e+05,-2658.4,0.6575,-0.099503,0.014268,-1.0348e+05,-1642.6,0.66124,-0.09576,-0.015247,-99590,-558.41
0.6326,-0.1244,0.1399,-1.2938e+05,-6007.3,0.64451,-0.11249,0.11377,-1.1699e+05,-4844.6,0.64741,-0.10959,0.10018,-1.1398e+05,-3952.8,0.64927,-0.10773,0.07129,-1.1204e+05,-2532.6,0.65808,-0.098925,0.05011,-1.0288e+05,-1145.9,0.66119,-0.095806,0.026922,-99639,313.28
0.63486,-0.12214,0.08876,-1.2703e+05,-3494,0.64639,-0.11061,0.071512,-1.1504e+05,-2474.4,0.6488,-0.1082,0.053783,-1.1253e+05,-2010.7,0.64996,-0.10704,0.030691,-1.1132e+05,-861.06,0.65817,-0.098831,0.007791,-1.0278e+05,23.963,0.66059,-0.096409,-0.015011,-1.0026e+05,1188.4
0.637,-0.12,0.0236,-1.248e+05,-2813.4,0.64802,-0.10898,0.017797,-1.1334e+05,-1924.5,0.64988,-0.10712,0.010767,-1.1141e+05,-1256,0.6503,-0.1067,0.0019936,-1.1097e+05,-269.95,0.65785,-0.099155,-0.0060335,-1.0312e+05,692.76,0.65956,-0.09744,-0.014564,-1.0134e+05,1528.3
0.63889,-0.11811,0.038848,-1.2283e+05,-2873,0.64946,-0.10754,0.028221,-1.1184e+05,-2132.1,0.65074,-0.10626,0.015269,-1.1051e+05,-1258.9,0.65043,-0.10657,-0.0026441,-1.1083e+05,-120.7,0.65728,-0.099722,-0.018481,-1.0371e+05,1093.2,0.65831,-0.098691,-0.034898,-1.0264e+05,2022.5
0.64025,-0.11675,0.027043,-1.2142e+05,-1725.9,0.65053,-0.10647,0.020527,-1.1073e+05,-1184.6,0.65131,-0.10569,0.0094448,-1.0992e+05,-645.57,0.65038,-0.10662,-0.003345,-1.1088e+05,180.62,0.65662,-0.10038,-0.017214,-1.044e+05,966.4,0.65708,-0.09992,-0.028576,-1.0392e+05,1595.6
0.64115,-0.11585,0.0091112,-1.2048e+05,-1227.8,0.6512,-0.1058,0.0084594,-1.1003e+05,-846.35,0.65163,-0.10537,0.0055129,-1.0958e+05,-418.29,0.65024,-0.10676,0.00039946,-1.1103e+05,243.76,0.65603,-0.10097,-0.0042227,-1.0501e+05,863.6,0.6561,-0.1009,-0.0074651,-1.0493e+05,1319.5
0.64159,-0.11541,0.0012695,-1.2003e+05,-364.65,0.6516,-0.1054,0.0031828,-1.0961e+05,-373.64,0.65179,-0.10521,0.0038464,-1.0942e+05,-120.09,0.65008,-0.10692,0.0028017,-1.1119e+05,235.27,0.65556,-0.10144,0.0026844,-1.055e+05,593.32,0.65538,-0.10162,0.0029899,-1.0568e+05,820.19
