0.5,4.613e-06,0.0032472,1409.6,0.046752,0.5,3.8469e-06,0.0026217,1141,0.047149,0.5,3.0803e-06,0.0019963,872.58,0.047542,0.5,2.3243e-06,0.0013808,608.3,0.047923,0.5,1.5583e-06,0.00075677,340.28,0.048293
0.50003,3.0962e-05,0.00072934,377.26,-1.2518,0.50004,3.7671e-05,0.00084935,416.08,-1.5085,0.50003,3.2859e-05,0.00086303,418.6,-1.3602,0.50003,2.7962e-05,0.00087577,420.82,-1.2066,0.50002,1.8657e-05,-0.0032025,-3132.3,-1.0938
0.50044,0.00043852,0.062481,-1.071e+05,-4.3333,0.50051,0.00050651,0.06143,-1.1094e+05,-8.1347,0.50051,0.0005087,0.059522,-1.1276e+05,-8.2281,0.5005,0.00049978,0.056189,-1.1377e+05,-7.5592,0.50048,0.00048042,0.052792,-1.148e+05,-7.1376
0.50185,0.0018475,0.29349,1.0981e+05,-81.742,0.50215,0.0021476,0.30291,1.0981e+05,-93.288,0.5021,0.0021022,0.29437,1.0981e+05,-92.814,0.50212,0.0021237,0.29135,1.0981e+05,-93.958,0.50208,0.0020764,0.29026,1.0981e+05,-90.768
0.50286,0.002863,-0.0016084,-4483.6,-130.5,0.50327,0.003271,-0.0026557,-5702.7,-153.97,0.50325,0.0032518,0.010189,4402.5,-151.08,0.50325,0.0032491,0.0085255,3684.4,-151.04,0.50312,0.0031196,-0.0019472,-5476.6,-148.3
0.50291,0.0029052,0.00058926,4954.9,-111.79,0.50325,0.0032512,0.0050639,7847,-119.88,0.50332,0.0033223,0.0023159,5813.6,-125.54,0.50329,0.003293,0.0032921,6365.4,-124.46,0.50309,0.0030851,0.0064106,8515.4,-112.47
0.50299,0.0029904,0.013314,6627.1,-125.61,0.50332,0.0033173,0.0072637,2923.8,-143.12,0.50342,0.0034151,0.0095433,4029.3,-145.86,0.50338,0.0033797,0.0091262,3874.2,-144.86,0.50315,0.003154,0.0089527,3768.8,-136.86
0.50303,0.0030321,0.028884,11865,-125.41,0.50343,0.0034259,0.028114,11435,-140.96,0.50353,0.0035274,0.025856,10450,-145.31,0.5035,0.0034994,0.025678,10347,-144.3,0.50327,0.003272,0.030056,12601,-134.54
0.50323,0.0032272,0.052044,26562,-128.99,0.50359,0.0035931,0.04749,24550,-144.72,0.50372,0.0037214,0.043733,22342,-150.62,0.50369,0.0036949,0.042732,22001,-150.19,0.50343,0.003425,0.041262,21592,-138.82
0.50335,0.0033539,-9.938e-05,-107.11,-145.01,0.5037,0.0036971,-0.0018819,-2754.7,-159.35,0.50386,0.0038557,-0.00029986,-486.5,-164.35,0.50383,0.003832,-0.00035799,-564.49,-163.59,0.50353,0.0035297,-0.0024605,-3570.7,-151.66
0.50343,0.0034324,0.088512,38849,-132.38,0.50376,0.0037598,0.085359,37759,-145.74,0.50396,0.0039551,0.079636,35195,-154.87,0.50393,0.0039315,0.075331,33420,-154.39,0.50361,0.0036064,0.073453,33183,-139.97
0.5036,0.0036027,0.0036671,1589.8,-156.91,0.50391,0.0039133,0.0015584,691.45,-170.07,0.50413,0.004126,0.0041047,1792.6,-178.07,0.50413,0.0041336,0.0070645,3060.2,-177.86,0.50377,0.0037657,0.0035007,1532.8,-162.95
0.50366,0.0036622,-0.064699,-96671,-144.48,0.50395,0.0039479,-0.068627,-99849,-155.4,0.50425,0.0042468,-0.056367,-77192,-168.83,0.50422,0.0042186,-0.05567,-74176,-168.35,0.50381,0.0038079,-0.063364,-83531,-149.94
0.50381,0.003806,-0.032412,-50340,-158.74,0.50409,0.0040881,-0.02931,-45668,-170.66,0.50442,0.0044247,-0.022634,-34325,-185.28,0.50439,0.004392,-0.027485,-43075,-183.29,0.50395,0.003946,-0.031627,-49592,-166.03
0.50389,0.0038872,-0.00073791,-8693.1,-162.18,0.50417,0.0041716,0.0036472,-6440.9,-174.56,0.5045,0.0045035,0.0028932,-6706,-186.76,0.50448,0.0044825,0.0011245,-7127.6,-187.4,0.50401,0.0040149,0.0087399,-5780.2,-167.07
0.50399,0.0039879,0.0046731,-19632,-160.02,0.50426,0.0042638,0.004674,-19776,-171.61,0.50463,0.0046259,0.0065237,-16320,-187.63,0.5046,0.0046017,0.0072039,-16162,-186.38,0.5041,0.0041043,0.0084878,-17779,-166.01
0.50417,0.0041666,0.0021815,-1950.3,-177.78,0.50443,0.0044302,0.0044753,-1533.8,-188.86,0.50481,0.004809,0.0028032,-1396.7,-203.77,0.50478,0.0047842,0.0020976,-1612.6,-203.43,0.50427,0.0042695,0.0085483,-8.6168,-181.86
0.50427,0.0042713,-0.022989,-26070,-169.06,0.50453,0.0045292,-0.023912,-27351,-180.24,0.50493,0.0049251,-0.023169,-26482,-196.64,0.50491,0.0049052,-0.024028,-27568,-196.32,0.50436,0.0043646,-0.030206,-35246,-173.65
0.50445,0.0044536,0.036896,16460,-186.94,0.50471,0.0047087,0.03949,17184,-198.21,0.50513,0.0051287,0.034832,15089,-215.56,0.50511,0.0051117,0.032728,14080,-215.32,0.50455,0.0045496,0.037921,16504,-192.07
0.50453,0.0045349,0.0575,25191,-184.81,0.50479,0.0047886,0.058696,25458,-195.68,0.50522,0.0052198,0.057077,24810,-213.21,0.5052,0.005202,0.056478,24250,-213.1,0.50463,0.0046252,0.057985,25352,-188.81
0.50466,0.0046603,0.058908,18467,-190.52,0.50491,0.0049137,0.053337,16796,-201.86,0.50537,0.0053704,0.051867,16780,-220.58,0.50537,0.0053653,0.054279,18058,-220.45,0.50477,0.0047652,0.056752,19130,-195.59
0.50481,0.0048074,-0.0021389,-12327,-201.71,0.50506,0.0050572,-0.0030686,-13369,-212.38,0.50553,0.0055264,-0.0045637,-13014,-231.92,0.50552,0.0055242,-0.003963,-10154,-232.82,0.50491,0.0049078,-0.0037008,-12463,-206.76
