-0.07888,0.24018,6.2541,0.077079,0.23908,0.0061461,0.20388,0.14902,0.61742,0.25205,0.0012375,1.2553,0.20486,-0.14661,1.8797,0.11122,-0.2696,2.2211,-0.00011556,-0.37731,2.3725,-0.12278,-0.47247,2.4816,-0.25586,-0.55303,2.597,-0.3991,-0.61435,2.7368,-0.55177,-0.64639,2.9347,-0.70779,-0.65152,3.1087,-0.86396,-0.65142,3.1422,-1.0202,-0.65142,3.1416,-1.1764,-0.65142,3.1416,-1.3326,-0.65142,3.1416,-1.4889,-0.65142,3.1416,-1.6452,-0.65142,3.1416,-1.8015,-0.65141,3.1416,-1.9578,-0.65141,3.1416,-2.1142,-0.65141,3.1416,-2.2705,-0.65142,3.1416,-2.4268,-0.65143,3.1415,-2.5831,-0.65143,3.1416,-2.7394,-0.65142,3.1416,-2.8957,-0.65139,3.1418,-3.0519,-0.65138,3.1417,-3.2082,-0.65147,3.141,-3.3643,-0.64953,3.1541,-3.5197,-0.63465,3.2371,-3.6725,-0.60358,3.3423,-3.8217,-0.55853,3.435,-3.9657,-0.49938,3.5314,-4.1016,-0.42364,3.6501,-4.2116,-0.31379,3.9265,-4.2818,-0.17523,4.2435,-4.2482,-0.023522,4.93,-4.1323,0.08016,5.5532,-3.9811,0.11709,6.0435,-3.8259,0.12863,6.209,-3.6704,0.1364,6.2333,-3.5148,0.14286,6.2417,-3.3589,0.14866,6.246,-3.2029,0.15406,6.2486,-3.0467,0.15915,6.2506,-2.8905,0.16401,6.2521,-2.7343,0.1687,6.2532,-2.578,0.17326,6.254,-2.4218,0.17772,6.2547,-2.2655,0.18208,6.2552,-2.1093,0.18638,6.2557,-1.953,0.19061,6.2561,-1.7967,0.1948,6.2564,-1.6405,0.19896,6.2566,-1.4842,0.20308,6.2568,-1.328,0.20717,6.257,-1.1717,0.21124,6.2571,-1.0155,0.2153,6.2572,-0.85927,0.21936,6.2572,-0.70314,0.2234,6.2573,-0.5471,0.22746,6.2572,-0.39109,0.23152,6.2571,-0.23504,0.2356,6.257
-0.077957,0.23709,6.2608,0.077455,0.23689,0.0011102,0.20319,0.14542,0.62885,0.25135,-0.0024036,1.2558,0.20376,-0.15026,1.8821,0.095841,-0.26121,2.3413,-0.013439,-0.37088,2.3545,-0.13697,-0.4643,2.494,-0.2723,-0.53973,2.6328,-0.41828,-0.59171,2.7991,-0.56761,-0.63319,2.8721,-0.72242,-0.63962,3.0995,-0.8773,-0.63962,3.1413,-1.0321,-0.63968,3.1412,-1.1868,-0.6397,3.1414,-1.3415,-0.6397,3.1415,-1.4961,-0.63969,3.1416,-1.6507,-0.63969,3.1415,-1.8053,-0.63971,3.1414,-1.9598,-0.63973,3.1414,-2.1144,-0.63973,3.1415,-2.269,-0.63968,3.1418,-2.4236,-0.6396,3.1421,-2.5783,-0.63955,3.1418,-2.7329,-0.63963,3.141,-2.8876,-0.6399,3.1398,-3.0424,-0.64005,3.1406,-3.1974,-0.63869,3.1504,-3.3523,-0.63365,3.1741,-3.5068,-0.61861,3.238,-3.6596,-0.59104,3.3199,-3.8086,-0.54684,3.4299,-3.9508,-0.48398,3.5572,-4.0821,-0.40055,3.708,-4.2142,-0.31822,3.6998,-4.2733,-0.17414,4.3227,-4.2388,-0.022277,4.9348,-4.1194,0.077651,5.5865,-3.9649,0.097606,6.154,-3.8106,0.11955,6.1416,-3.6554,0.1328,6.1984,-3.4997,0.14054,6.2335,-3.3439,0.14671,6.2435,-3.1881,0.15223,6.2477,-3.0323,0.1574,6.25,-2.8764,0.16232,6.2515,-2.7206,0.16705,6.2528,-2.5647,0.17163,6.2538,-2.4089,0.17609,6.2545,-2.2531,0.18047,6.255,-2.0973,0.18478,6.2555,-1.9416,0.18902,6.2559,-1.786,0.1932,6.2562,-1.6304,0.19735,6.2565,-1.4749,0.20146,6.2567,-1.3194,0.20555,6.2568,-1.1641,0.20961,6.257,-1.0088,0.21366,6.257,-0.85354,0.21771,6.2571,-0.69835,0.22175,6.2571,-0.5432,0.22582,6.2569,-0.3881,0.22997,6.2564,-0.23301,0.23363,6.2595
-0.078088,0.23079,6.266,0.077444,0.23046,0.0016868,0.20326,0.13901,0.62817,0.25137,-0.0088724,1.2559,0.20361,-0.15676,1.8828,0.075122,-0.24347,2.5472,-0.022811,-0.36362,2.2545,-0.14729,-0.45602,2.5027,-0.2852,-0.52692,2.6663,-0.42858,-0.58606,2.7505,-0.56955,-0.65077,2.7104,-0.72416,-0.63766,3.2258,-0.87923,-0.63065,3.1863,-1.0346,-0.63124,3.1374,-1.1898,-0.63861,3.094,-1.3452,-0.64548,3.0971,-1.5002,-0.63193,3.2283,-1.6558,-0.63105,3.1468,-1.8114,-0.63257,3.1316,-1.9666,-0.64459,3.064,-2.1218,-0.63261,3.2181,-2.2775,-0.63109,3.1509,-2.4332,-0.63247,3.1324,-2.5884,-0.64509,3.0602,-2.7439,-0.63803,3.1865,-2.8995,-0.63219,3.1786,-3.0552,-0.63326,3.1344,-3.2104,-0.64435,3.0701,-3.366,-0.64146,3.1597,-3.515,-0.59688,3.4316,-3.6662,-0.56022,3.3788,-3.8129,-0.50883,3.478,-3.9522,-0.43971,3.6021,-4.103,-0.40183,3.3879,-4.228,-0.3095,3.7773,-4.2736,-0.16103,4.414,-4.2309,-0.011684,4.9897,-4.1032,0.076385,5.6793,-3.9486,0.08971,6.1968,-3.7935,0.09322,6.2599,-3.6404,0.11704,6.1286,-3.4861,0.13215,6.1853,-3.3314,0.14043,6.2294,-3.1767,0.14663,6.2428,-3.022,0.15207,6.2476,-2.8673,0.15715,6.25,-2.7126,0.16199,6.2515,-2.558,0.16664,6.2528,-2.4033,0.17114,6.2537,-2.2486,0.17554,6.2544,-2.0939,0.17986,6.2549,-1.9392,0.18412,6.2553,-1.7844,0.18832,6.2557,-1.6296,0.19247,6.256,-1.4747,0.19659,6.2562,-1.3198,0.20069,6.2564,-1.1648,0.20477,6.2565,-1.0098,0.20884,6.2566,-0.85461,0.21291,6.2566,-0.6994,0.21699,6.2565,-0.54413,0.22114,6.256,-0.38884,0.22537,6.2556,-0.23348,0.22817,6.2648
-0.077323,0.22138,6.2703,0.07795,0.22106,0.0017539,0.2036,0.12947,0.62958,0.25155,-0.018491,1.2571,0.20336,-0.16639,1.8856,0.068747,-0.24443,2.616,-0.039123,-0.35656,2.3359,-0.16434,-0.4489,2.5058,-0.29881,-0.52712,2.6148,-0.43127,-0.60863,2.5901,-0.58061,-0.6518,2.8594,-0.73619,-0.64934,3.1572,-0.89131,-0.6377,3.2165,-1.0468,-0.63825,3.1377,-1.2018,-0.65034,3.0631,-1.3572,-0.65073,3.1388,-1.5121,-0.63779,3.2248,-1.6674,-0.63582,3.1541,-1.8225,-0.64541,3.0797,-1.9776,-0.65217,3.0973,-2.1325,-0.63937,3.2239,-2.2877,-0.63414,3.1749,-2.443,-0.63893,3.1104,-2.5978,-0.65176,3.0585,-2.7531,-0.64932,3.1569,-2.908,-0.6384,3.2119,-3.0633,-0.63895,3.1376,-3.2181,-0.65122,3.0621,-3.3733,-0.65025,3.1475,-3.5154,-0.58788,3.5547,-3.6601,-0.53177,3.511,-3.8051,-0.47644,3.5057,-3.9514,-0.42465,3.4817,-4.1057,-0.40756,3.2519,-4.2315,-0.31671,3.7668,-4.2739,-0.16736,4.4357,-4.2272,-0.019318,5.0176,-4.1001,0.069687,5.672,-3.9451,0.078063,6.2288,-3.79,0.071775,0.04024,-3.6371,0.097828,6.1141,-3.4833,0.11829,6.1506,-3.3285,0.12953,6.2105,-3.1735,0.13718,6.2336,-3.0185,0.14333,6.2433,-2.8634,0.14876,6.2479,-2.7084,0.15382,6.2503,-2.5533,0.1586,6.252,-2.3983,0.16319,6.2533,-2.2433,0.16766,6.2541,-2.0883,0.17204,6.2546,-1.9334,0.17635,6.2551,-1.7784,0.18058,6.2556,-1.6235,0.18477,6.2559,-1.4687,0.18891,6.2561,-1.3139,0.19303,6.2563,-1.1592,0.19712,6.2564,-1.0046,0.2012,6.2565,-0.85001,0.20528,6.2566,-0.69545,0.20934,6.2566,-0.54092,0.21343,6.2564,-0.3864,0.21726,6.2582,-0.23186,0.21942,6.2689
-0.07745,0.21695,6.2446,0.077993,0.21665,0.0016594,0.20375,0.12516,0.62873,0.25182,-0.022753,1.2564,0.20392,-0.17068,1.8837,0.07149,-0.25185,2.5916,-0.043548,-0.3562,2.4046,-0.16837,-0.44859,2.5042,-0.29779,-0.5344,2.556,-0.42501,-0.62341,2.5308,-0.57676,-0.65625,2.9282,-0.73188,-0.65085,3.1761,-0.88702,-0.64746,3.1633,-1.0422,-0.64734,3.142,-1.1974,-0.6531,3.1043,-1.3526,-0.65455,3.1321,-1.5076,-0.64607,3.1959,-1.6628,-0.64572,3.1437,-1.8181,-0.64913,3.1193,-1.9732,-0.65722,3.0893,-2.1279,-0.64455,3.223,-2.2833,-0.64269,3.1534,-2.4386,-0.64423,3.1314,-2.5934,-0.65711,3.0586,-2.7486,-0.65014,3.1862,-2.9038,-0.64497,3.1748,-3.0592,-0.64561,3.1371,-3.2143,-0.65474,3.0827,-3.3696,-0.65348,3.1495,-3.5123,-0.59224,3.5469,-3.6557,-0.53249,3.5363,-3.8009,-0.47735,3.5043,-3.9487,-0.4297,3.4533,-4.1031,-0.41377,3.244,-4.2294,-0.32341,3.7625,-4.2731,-0.17444,4.4267,-4.2288,-0.025667,5.0021,-4.1028,0.065017,5.6593,-3.9477,0.071042,6.2441,-3.7929,0.060898,0.064968,-3.6392,0.082218,6.1449,-3.4853,0.10119,6.1602,-3.3308,0.11329,6.2048,-3.1761,0.12242,6.224,-3.0212,0.12989,6.2348,-2.8664,0.13626,6.2419,-2.7115,0.14191,6.2465,-2.5566,0.14706,6.2498,-2.4016,0.15186,6.252,-2.2467,0.15646,6.2533,-2.0918,0.16092,6.2542,-1.9368,0.16529,6.2548,-1.7819,0.16957,6.2553,-1.627,0.17379,6.2557,-1.472,0.17796,6.256,-1.3171,0.1821,6.2562,-1.1622,0.18622,6.2564,-1.0072,0.19032,6.2565,-0.85227,0.1944,6.2566,-0.6973,0.19851,6.2564,-0.54233,0.20282,6.2552,-0.38736,0.20729,6.2542,-0.23237,0.21097,6.2594
-0.077024,0.21929,6.2063,0.078521,0.21895,0.0017751,0.20433,0.12748,0.62827,0.25239,-0.020448,1.2563,0.20447,-0.16838,1.8837,0.075213,-0.25454,2.5534,-0.041241,-0.35735,2.4179,-0.16612,-0.44974,2.5042,-0.29588,-0.53512,2.5592,-0.42591,-0.62008,2.5623,-0.57691,-0.65648,2.9048,-0.73211,-0.65131,3.1745,-0.88734,-0.64861,3.1586,-1.0426,-0.647,3.1516,-1.1977,-0.65379,3.0975,-1.3528,-0.65563,3.1293,-1.5076,-0.64535,3.2075,-1.6628,-0.64664,3.1329,-1.8178,-0.64955,3.1224,-1.9727,-0.65754,3.0897,-2.1272,-0.64425,3.227,-2.2823,-0.64288,3.1501,-2.4373,-0.64373,3.1357,-2.5917,-0.65765,3.0513,-2.7465,-0.65044,3.1878,-2.9015,-0.64621,3.1685,-3.0565,-0.64515,3.148,-3.2111,-0.65557,3.074,-3.3661,-0.65492,3.1454,-3.5098,-0.59707,3.5242,-3.6535,-0.53944,3.5225,-3.7987,-0.48527,3.4984,-3.946,-0.43715,3.4569,-4.0998,-0.4177,3.2671,-4.2258,-0.3274,3.763,-4.2736,-0.17994,4.3988,-4.2322,-0.030565,4.9823,-4.1104,0.065354,5.6159,-3.9555,0.073618,6.2295,-3.8014,0.056853,0.10776,-3.6469,0.071231,6.1898,-3.4924,0.085933,6.1878,-3.3376,0.096274,6.216,-3.1826,0.10509,6.226,-3.0275,0.11296,6.2321,-2.8724,0.11998,6.2375,-2.7172,0.12628,6.2423,-2.562,0.13196,6.2463,-2.4067,0.13715,6.2494,-2.2514,0.14202,6.2515,-2.0961,0.14667,6.2529,-1.9408,0.15115,6.2539,-1.7855,0.15553,6.2547,-1.6301,0.15981,6.2552,-1.4747,0.16404,6.2556,-1.3194,0.16824,6.2558,-1.164,0.17246,6.2557,-1.0086,0.17674,6.2553,-0.85323,0.18122,6.254,-0.69787,0.18614,6.2511,-0.54253,0.19199,6.2452,-0.38724,0.19918,6.2367,-0.23201,0.20739,6.2301
-0.077263,0.21981,6.1859,0.078285,0.21949,0.0018161,0.20412,0.12805,0.62817,0.25223,-0.019842,1.2561,0.20442,-0.16775,1.8832,0.076608,-0.2556,2.5393,-0.040827,-0.3569,2.4296,-0.1663,-0.44805,2.5131,-0.29656,-0.53225,2.5676,-0.42727,-0.61576,2.5728,-0.57708,-0.65597,2.8792,-0.73212,-0.65125,3.1718,-0.8872,-0.64885,3.1568,-1.0423,-0.64715,3.1523,-1.1973,-0.65359,3.0998,-1.3524,-0.65539,3.1297,-1.5072,-0.64554,3.2049,-1.6623,-0.64737,3.1296,-1.8174,-0.64971,3.1263,-1.9723,-0.65669,3.0963,-2.127,-0.64476,3.2184,-2.2822,-0.6439,3.1469,-2.4373,-0.64419,3.1395,-2.5919,-0.65699,3.0588,-2.7469,-0.65044,3.1836,-2.9019,-0.6469,3.1642,-3.057,-0.64544,3.1508,-3.2118,-0.65522,3.0783,-3.3668,-0.65481,3.144,-3.5116,-0.59956,3.506,-3.6562,-0.54364,3.5105,-3.8017,-0.49025,3.493,-3.949,-0.4419,3.4586,-4.1025,-0.42022,3.2815,-4.227,-0.32784,3.7797,-4.274,-0.1801,4.4037,-4.2322,-0.030743,4.985,-4.1111,0.066248,5.6076,-3.9562,0.075371,6.2241,-3.8023,0.05515,0.13036,-3.6472,0.063316,6.2302,-3.4923,0.072986,6.2205,-3.3372,0.080229,6.2362,-3.182,0.087276,6.2375,-3.0269,0.094326,6.2375,-2.8717,0.10116,6.2389,-2.7165,0.10762,6.2414,-2.5613,0.11362,6.2443,-2.406,0.11918,6.2472,-2.2507,0.12438,6.2495,-2.0954,0.12929,6.2514,-1.9401,0.13398,6.2528,-1.7848,0.13851,6.2538,-1.6294,0.14294,6.2544,-1.4741,0.14735,6.2546,-1.3187,0.15181,6.2542,-1.1633,0.15647,6.253,-1.008,0.16151,6.2506,-0.85263,0.16721,6.2463,-0.69733,0.17399,6.2394,-0.5421,0.18237,6.2291,-0.38699,0.19272,6.2164,-0.23199,0.20473,6.2057
-0.07753,0.21895,6.1664,0.077932,0.21864,0.0017881,0.2037,0.12716,0.62868,0.25177,-0.020746,1.2564,0.20389,-0.16866,1.8837,0.07656,-0.25751,2.5322,-0.041886,-0.35788,2.4384,-0.16767,-0.44888,2.5151,-0.29782,-0.5335,2.5649,-0.42837,-0.61748,2.5698,-0.57863,-0.65634,2.8883,-0.73378,-0.65123,3.1743,-0.88898,-0.64892,3.1563,-1.0442,-0.6471,3.1531,-1.1993,-0.65368,3.099,-1.3544,-0.65551,3.1296,-1.5093,-0.64551,3.2059,-1.6645,-0.64801,3.1253,-1.8196,-0.64991,3.1292,-1.9747,-0.65678,3.0971,-2.1294,-0.64476,3.2189,-2.2845,-0.64464,3.1422,-2.4397,-0.64433,3.1434,-2.5944,-0.65687,3.0605,-2.7493,-0.65052,3.1824,-2.9044,-0.64761,3.1602,-3.0594,-0.64558,3.1545,-3.2142,-0.65515,3.0796,-3.3693,-0.65487,3.1432,-3.5149,-0.60174,3.4913,-3.66,-0.54714,3.5014,-3.8055,-0.49384,3.4924,-3.9522,-0.44377,3.4702,-4.1049,-0.41672,3.3166,-4.2275,-0.32174,3.8006,-4.2743,-0.17391,4.4055,-4.2294,-0.025474,5.0059,-4.1051,0.067322,5.6415,-3.9501,0.074184,6.2387,-3.7965,0.052346,0.141,-3.6414,0.055637,6.2617,-3.4864,0.060759,6.2499,-3.3313,0.064635,6.2579,-3.1762,0.069265,6.2531,-3.0212,0.074711,6.2478,-2.8661,0.080612,6.2449,-2.7111,0.08664,6.2441,-2.5561,0.092557,6.2449,-2.401,0.098237,6.2464,-2.246,0.10365,6.2481,-2.0909,0.10882,6.2497,-1.9358,0.11378,6.251,-1.7807,0.1186,6.2519,-1.6256,0.12338,6.2522,-1.4706,0.12824,6.2517,-1.3155,0.13335,6.2501,-1.1604,0.13895,6.247,-1.0054,0.14531,6.2421,-0.85039,0.15278,6.2349,-0.69549,0.16177,6.2251,-0.5407,0.17269,6.2126,-0.38609,0.18583,6.1983,-0.23165,0.20087,6.186
-0.077923,0.21827,6.1393,0.077461,0.21797,0.0017927,0.20319,0.12647,0.62903,0.25125,-0.021435,1.2565,0.20336,-0.16936,1.8838,0.077128,-0.25982,2.5198,-0.042382,-0.35899,2.4488,-0.16827,-0.44991,2.516,-0.29819,-0.53494,2.562,-0.42893,-0.6187,2.5717,-0.57938,-0.65703,2.892,-0.73456,-0.65135,3.1781,-0.88982,-0.64887,3.1575,-1.0451,-0.64687,3.1543,-1.2002,-0.65406,3.0952,-1.3554,-0.65595,3.1293,-1.5104,-0.64533,3.2099,-1.6657,-0.64845,3.1214,-1.8209,-0.65006,3.1311,-1.9761,-0.65741,3.0942,-2.1308,-0.64445,3.225,-2.2862,-0.64483,3.1391,-2.4415,-0.64405,3.1465,-2.5962,-0.65736,3.0557,-2.7514,-0.65063,3.1849,-2.9067,-0.64816,3.1574,-3.0619,-0.64545,3.1589,-3.2169,-0.65549,3.0768,-3.3722,-0.6551,3.144,-3.5187,-0.60354,3.48,-3.6643,-0.5496,3.4962,-3.81,-0.49581,3.4952,-3.9564,-0.44408,3.4811,-4.1084,-0.41223,3.348,-4.2309,-0.31694,3.8024,-4.2753,-0.16819,4.4225,-4.226,-0.020974,5.035,-4.0995,0.06885,5.6658,-3.9443,0.071878,6.2635,-3.7911,0.047453,0.15789,-3.6359,0.046376,0.0067305,-3.4809,0.047613,6.275,-3.3258,0.048347,6.2783,-3.1708,0.050437,6.2695,-3.0158,0.053944,6.2604,-2.8609,0.058478,6.2538,-2.706,0.063641,6.2498,-2.5511,0.069094,6.2479,-2.3962,0.074607,6.2475,-2.2413,0.080069,6.2479,-2.0864,0.085423,6.2485,-1.9315,0.090679,6.2492,-1.7766,0.095901,6.2494,-1.6217,0.10121,6.2489,-1.4668,0.10677,6.2472,-1.312,0.11281,6.2441,-1.1572,0.11961,6.2392,-1.0025,0.12749,6.2322,-0.8479,0.13683,6.2228,-0.6934,0.14803,6.2108,-0.53909,0.16151,6.196,-0.38502,0.17758,6.1792,-0.23123,0.19606,6.1636
-0.078503,0.21818,6.1039,0.07695,0.21795,0.0014837,0.20275,0.1265,0.6286,0.25085,-0.021402,1.2563,0.20299,-0.16934,1.8837,0.077854,-0.26129,2.5079,-0.042362,-0.35959,2.4561,-0.16831,-0.45042,2.5168,-0.29811,-0.53564,2.5606,-0.42916,-0.61891,2.5755,-0.57956,-0.65743,2.8908,-0.73472,-0.65146,3.1801,-0.88996,-0.6488,3.1587,-1.0452,-0.6467,3.1551,-1.2003,-0.65433,3.0924,-1.3555,-0.65623,3.1293,-1.5104,-0.64524,3.2125,-1.6657,-0.64877,3.1189,-1.8209,-0.65014,3.1327,-1.976,-0.65761,3.0934,-2.1308,-0.64443,3.2266,-2.2861,-0.64515,3.137,-2.4414,-0.6441,3.1484,-2.5961,-0.65747,3.0554,-2.7513,-0.65072,3.1851,-2.9065,-0.64869,3.1547,-3.0618,-0.6455,3.1621,-3.2167,-0.65566,3.0761,-3.372,-0.65505,3.1455,-3.5192,-0.60556,3.466,-3.6654,-0.55318,3.4857,-3.8113,-0.50013,3.4903,-3.9577,-0.44819,3.4827,-4.1086,-0.41176,3.3782,-4.2313,-0.3166,3.8013,-4.2755,-0.16775,4.4242,-4.2261,-0.020553,5.0362,-4.0997,0.069636,5.6634,-3.9445,0.071252,6.2728,-3.7917,0.043431,0.18007,-3.6366,0.037014,0.041175,-3.4814,0.033822,0.020417,-3.3262,0.031144,0.017145,-3.171,0.030491,0.0041252,-3.0159,0.031832,6.2745,-2.8607,0.034734,6.2644,-2.7057,0.038748,6.2573,-2.5507,0.043468,6.2527,-2.3957,0.048592,6.2501,-2.2407,0.053933,6.2487,-2.0858,0.059383,6.248,-1.9308,0.064913,6.2475,-1.7759,0.070571,6.2467,-1.621,0.076478,6.2451,-1.4661,0.082825,6.2423,-1.3113,0.089867,6.2378,-1.1564,0.097916,6.2313,-1.0017,0.10734,6.2224,-0.84703,0.11855,6.2109,-0.69255,0.13202,6.1963,-0.53833,0.14828,6.1783,-0.38448,0.16776,6.1573,-0.23108,0.1905,6.1362
