-1.9805,0.48099,-6.0977e-06,-0.0014129,-0.0024056,-0.0073281,-2.2341,1.7188,-4.7869,-0.0014129,-0.0024056,-0
-1.9813,0.47825,-7.6097e-05,-0.020995,-0.23992,-0.01721,7.8192,-11.492,-1.3968,-0.021013,-0.23992,-0
-1.981,0.47145,-0.00037261,0.013914,-0.35785,-0.0056876,4.3563,353.1,0.59879,0.01378,-0.35786,-0
-1.9808,0.46213,-0.00029156,0.0075242,-0.42157,0.010218,1.8236,-218.42,0.46848,0.0074006,-0.42157,-0
-1.9805,0.45807,-0.00022727,0.026216,0.025763,-0.0052036,-0.21297,22.569,-1.1539,0.026222,0.025758,-0
-1.98,0.45992,-0.00038777,0.013728,0.08226,-0.0005517,0.31258,-57.946,0.54885,0.01376,0.082255,-0
-1.98,0.46072,-0.00022013,-0.018748,-0.012663,0.0093804,-3.2228,-7.2344,0.31225,-0.018751,-0.012659,-0
-1.9805,0.45998,-0.00017746,-0.023037,-0.041615,-0.0024516,3.1389,-32.152,-0.1987,-0.023045,-0.041611,-0
-1.9811,0.45948,-9.1817e-05,-0.028327,-0.0040915,0.01001,-0.023299,-67.805,1.5235,-0.028328,-0.0040888,-0
-1.9814,0.45967,3.9989e-06,8.1568e-05,0.010226,-0.0030453,0.32577,-0.25752,-0.36444,8.1521e-05,0.010226,-0
-1.9815,0.45974,-3.8367e-05,-0.011236,-0.001127,0.0031421,1.9226,-98.278,1.6434,-0.011236,-0.0011266,-0
-1.9818,0.4595,2.7968e-05,-0.018706,-0.022726,-0.003843,-1.4466,0.26881,-0.71176,-0.018706,-0.022727,-0
-1.9822,0.45902,-0.00013941,-0.016274,-0.016316,-0.0069052,1.6441,93.401,-2.7525,-0.016276,-0.016313,-0
-1.9823,0.45913,-0.00015651,0.007098,0.012735,0.0015349,-0.82763,61.227,-0.3354,0.0071,0.012734,-0
-1.9819,0.45941,-0.00024349,0.034644,0.014598,-0.0084024,1.8053,12.374,-0.74789,0.034647,0.01459,-0
-1.9811,0.45951,-0.00031072,0.033062,0.012822,0.002346,-0.33956,40.081,-0.063368,0.033066,0.012812,-0
-1.9803,0.45958,-0.00026808,0.050165,0.0061732,-0.00068275,-0.12284,3.8382,-0.35735,0.050167,0.0061598,-0
-1.9792,0.45973,-0.00028361,0.048434,-0.00013551,0.0035991,0.83877,2.5486,0.91046,0.048434,-0.00014928,-0
-1.9782,0.45999,-0.00015689,0.050876,0.013868,0.0046071,-0.038855,-35.181,0.19518,0.050879,0.01386,-0
-1.9771,0.46018,-0.00014138,0.050048,0.0055725,-0.00068249,0.40847,-67.557,1.0989,0.050049,0.0055654,-0
-1.9763,0.46025,-5.2875e-05,0.032266,0.010599,0.0079379,-0.44043,-33.579,0.02108,0.032266,0.010597,-0
-1.9757,0.46038,5.4328e-05,0.024107,0.011302,0.0011844,-1.0779,22.79,-0.65209,0.024106,0.011304,-0
-1.9753,0.46057,9.896e-05,0.0082512,0.018636,0.0051001,-0.13031,-39.374,0.25773,0.0082494,0.018637,-0
-1.9752,0.46077,0.0002148,0.0012622,0.011137,0.0023868,-0.99394,30.164,-1.6297,0.0012598,0.011137,-0
-1.9753,0.4609,0.00020701,-0.013364,-0.0055219,0.00049852,-0.54752,-2.1391,0.32128,-0.013363,-0.0055246,-0
-1.9758,0.461,0.00027928,-0.030585,0.013981,0.0039801,-0.85017,14.923,-0.71892,-0.030589,0.013972,-0
-1.9765,0.46116,0.00029005,-0.037391,0.0093782,-0.002785,-0.51331,61.314,-0.96126,-0.037394,0.0093674,-0
-1.9774,0.46133,0.00028321,-0.04525,-0.00041756,0.0026082,0.43658,-49.659,0.79775,-0.04525,-0.00043035,-0
-1.9784,0.4615,0.00029592,-0.045991,0.0035719,-0.0028933,-0.0023667,11.348,-1.2701,-0.045993,0.0035582,-0
-1.9794,0.46162,0.00021461,-0.052862,0.013766,-0.0017438,-0.32871,-37.81,0.80024,-0.052865,0.013754,-0
-1.9805,0.46176,0.00021531,-0.050694,0.0026607,-0.0012259,1.0114,-11.713,-0.76064,-0.050695,0.0026498,-0
-1.9815,0.46193,0.000126,-0.044078,-0.00067168,-0.0049626,-0.3002,23.041,-0.71267,-0.044077,-0.00067728,-0
-1.9824,0.4621,8.5786e-05,-0.039685,0.0046247,-0.00012924,1.2526,-56.9,0.34681,-0.039686,0.0046213,-0
-1.9831,0.46228,2.2579e-05,-0.030118,0.01121,-0.0061442,0.52438,-18.626,-0.31222,-0.030119,0.011209,-0
-1.9837,0.46241,-6.3924e-05,-0.027126,0.015803,-0.00064875,0.91492,-41.698,0.51548,-0.027125,0.015805,-0
-1.9841,0.46259,-7.6518e-05,-0.013328,0.0094708,-0.0029028,-0.067875,44.28,-0.69858,-0.013327,0.0094718,-0
-1.9843,0.46276,-0.00016924,-0.0047823,-0.0015178,-0.002812,-0.076803,6.6032,-0.13283,-0.0047825,-0.001517,-0
-1.9843,0.46293,-0.00016947,0.0016763,0.002664,0.00015173,1.0731,-24.114,-0.05759,0.0016768,0.0026637,-0
-1.9842,0.46311,-0.000225,0.011567,0.0053546,-0.0041532,1.1973,-53.922,0.23862,0.011568,0.005352,-0
-1.9839,0.46326,-0.00024101,0.014128,0.017862,0.0022581,-0.29294,32.147,-0.5015,0.014132,0.017859,-0
-1.9835,0.46346,-0.00022946,0.023639,0.013823,-0.0023607,0.3945,19.685,-0.60306,0.023643,0.013817,-0
-1.983,0.46363,-0.00026494,0.024174,-0.00091772,0.0012216,-0.38652,8.7191,0.48728,0.024173,-0.00092413,-0
-1.9825,0.46382,-0.00021442,0.027719,0.011415,0.0010205,0.11419,54.998,-0.99373,0.027721,0.011409,-0
-1.9819,0.464,-0.0002319,0.026785,0.011283,-0.00022157,0.74521,-81.528,0.85934,0.026788,0.011277,-0
-1.9814,0.46418,-0.00017789,0.024587,0.0031338,0.0037188,0.082517,17.484,-0.35161,0.024587,0.0031294,-0
-1.9809,0.46439,-0.00015222,0.024293,0.0050332,-0.00071205,0.46619,-42.361,0.40869,0.024294,0.0050295,-0
-1.9804,0.46457,-0.00012425,0.017099,0.014159,0.0039526,-2.1092,104.26,-1.173,0.017101,0.014157,-0
-1.9801,0.46477,-5.9895e-05,0.013444,0.0066103,0.00095422,0.53336,-39.68,0.34758,0.013444,0.0066095,-0
-1.9799,0.46496,-5.1371e-05,0.0062892,-0.027701,0.0026803,1.3751,-136.81,1.7355,0.0062877,-0.027701,-0
-1.98,0.46583,0.00022767,-0.0091498,0.098854,0.019918,-3.0368,293.89,-27.202,-0.0091718,0.098852,-0
-1.9802,0.46753,0.00044842,-0.013318,0.12803,0.0031717,3.2537,-117.91,0.30369,-0.013375,0.12803,-0
-1.9806,0.46929,0.00054771,-0.034476,0.12902,0.0062327,-3.0106,151.44,-6.863,-0.034546,0.129,-0
-1.9813,0.47074,0.0006151,-0.031779,0.036312,-0.0017195,3.2855,-142.19,3.7274,-0.031801,0.036292,-0
-1.9822,0.47213,0.00056388,-0.049294,0.085022,-0.002122,16.249,-239.6,1.2982,-0.049342,0.084994,-0
-1.9833,0.47357,0.00050689,-0.055939,0.034396,-0.0040238,2.1056,-101.55,1.626,-0.055956,0.034367,-0
-1.9846,0.47495,0.00038064,-0.069004,0.081769,-0.0062655,3.9102,-243.35,3.4703,-0.069035,0.081743,-0
-1.9861,0.47629,0.00027232,-0.070328,0.028163,-0.0079187,-1.6468,-13.849,-12.268,-0.070336,0.028144,-0
-1.9877,0.4776,0.00013011,-0.079457,0.097445,-0.0081915,-6.4841,308.61,-18.677,-0.07947,0.097435,-0
-1.9894,0.47892,-5.6012e-06,-0.084589,0.03548,-0.0061153,5.7157,-132.93,-2.0779,-0.084589,0.03548,-0
-1.9912,0.48019,-0.00014851,-0.088213,0.027612,-0.0065891,1.2166,-3.0564,-1.3887,-0.088209,0.027625,-0
-1.9929,0.48139,-0.00031788,-0.084531,0.026188,-0.00702,-3.9015,7.1221,3.0257,-0.084523,0.026215,-0
-1.9946,0.48256,-0.00054836,-0.073072,0.045096,-0.016596,-16.931,252.58,-6.728,-0.073047,0.045136,-0
-1.9961,0.48345,-0.00084344,-0.067898,0.060373,-0.0094541,17.022,-291.63,6.1671,-0.067847,0.06043,-0
-1.9974,0.48405,-0.00098101,-0.068611,0.097411,-0.0039823,-6.0498,225.03,6.3042,-0.068516,0.097478,-0
-1.9985,0.48474,-0.0010633,-0.049604,0.062003,-0.0043027,-41.99,595.2,-4.8889,-0.049538,0.062056,-0
-1.9994,0.48549,-0.0011221,-0.030919,0.019981,-0.0041892,-18.667,368.4,-4.0182,-0.030896,0.020016,-0
-2.0001,0.48618,-0.0011515,-0.033394,-0.010926,0.00056517,9.3328,-178.94,0.22095,-0.033407,-0.010887,-0
-2.0006,0.48684,-0.001157,-0.012033,0.05899,-0.00057681,20.084,-306.69,1.1422,-0.011965,0.059004,-0
-2.0008,0.48749,-0.0011441,-0.014412,0.077566,0.0018097,16.772,-276.58,0.59559,-0.014323,0.077582,-0
-2.0009,0.48809,-0.0011209,-0.0031407,0.034417,0.0027277,-26.814,442.23,-1.1023,-0.0031021,0.03442,-0
-2.0009,0.4887,-0.0010751,0.012251,-0.026288,0.0013315,12.109,-157.53,-0.20605,0.012223,-0.026301,-0
-2.0007,0.48923,-0.0010393,0.014528,-0.014603,0.0022292,14.852,-215.43,0.85397,0.014512,-0.014619,-0
-2.0004,0.48969,-0.00098464,0.010758,0.043912,0.0029749,16.972,-326.53,0.51973,0.010801,0.043901,-0
-2.0002,0.49014,-0.00089364,0.0084879,0.086975,0.0035765,20.384,-210.23,-1.0147,0.0085657,0.086967,-0
-1.9999,0.49063,-0.00079923,0.009011,0.072078,0.0055463,-39.094,628.9,-9.7413,0.0090687,0.072071,-0
-1.9996,0.4911,-0.00069448,0.013978,0.018474,0.0058047,-29.03,413.38,2.8198,0.013991,0.018465,-0
-1.9994,0.49153,-0.00057827,0.0098882,0.0066979,0.0072444,-30.779,365.81,4.3718,0.0098921,0.0066922,-0
-1.9993,0.49188,-0.00048478,0.0032204,-0.012762,0.0030406,-25.646,299.76,-2.2534,0.0032142,-0.012764,-0
-1.9992,0.49217,-0.00038785,0.0020951,-0.023179,0.0057584,-11.673,188.92,-2.0395,0.0020861,-0.02318,-0
-1.9992,0.49247,-0.00028502,0.0027327,-0.042714,0.0038283,7.3183,-74.959,-8.572,0.0027204,-0.042715,-0
-1.9993,0.49276,-0.00019748,-0.010061,0.061692,0.0039161,-53.024,640.2,-3.4275,-0.010049,0.061694,-0
-1.9995,0.49301,-0.0001355,-0.015274,0.082653,0.0041922,-28.269,272.86,-5.0376,-0.015263,0.082655,-0
-1.9997,0.49321,-9.2314e-05,-0.016027,0.025327,0.00088182,-44.842,620.49,-2.2156,-0.016024,0.025329,-0
-2,0.49348,-4.2364e-05,-0.0092523,0.0072689,0.001854,-25.714,401.1,-1.3189,-0.0092519,0.0072693,-0
-2.0002,0.49375,-3.414e-05,-0.011945,0.051233,-0.0026895,-49.885,646.6,3.0615,-0.011943,0.051234,-0
-2.0004,0.49396,-4.5452e-05,-0.016876,0.060367,2.2829e-05,-56.946,644.07,5.0893,-0.016873,0.060368,-0
-2.0006,0.49419,-4.956e-05,-0.0082489,0.010732,-0.00038201,-39.628,430.93,0.91375,-0.0082484,0.010732,-0
-2.0008,0.49441,-0.00010198,-0.0058762,0.0050699,-0.0030337,-29.068,413.38,-0.14283,-0.0058757,0.0050705,-0
-2.0009,0.49467,-0.00013542,-0.0053398,0.041201,0.00047894,29.498,-330.77,-1.9821,-0.0053343,0.041202,-0
-2.0009,0.49499,-0.00015558,0.0036827,-0.023585,-0.0045642,16.73,-210.28,-1.6721,0.0036791,-0.023586,-0
-2.001,0.49522,-0.00023919,0.002924,-0.054891,-0.002056,10.388,-167.97,0.20528,0.0029109,-0.054892,-0
-2.0009,0.49529,-0.00031032,-0.0034679,0.062436,-0.0028929,-29.647,334.58,-1.505,-0.0034486,0.062437,-0
-2.0009,0.49534,-0.00036738,-0.003241,0.03067,-0.0032196,30.189,-317.11,0.70653,-0.0032297,0.030671,-0
-2.0009,0.49552,-0.00038467,-0.0036781,0.051468,0.0028373,31.477,-359.45,-0.54035,-0.0036583,0.051469,-0
-2.001,0.49595,-0.00030151,-0.0044608,0.061352,0.00050165,20.977,-312.58,0.42413,-0.0044423,0.061353,-0
-2.0011,0.49624,-0.00034791,-0.0099067,-0.0037144,-0.0021257,-37.343,390.76,-3.2499,-0.009908,-0.0037109,-0
-2.0013,0.49632,-0.00035387,-0.0086414,-0.015009,0.0048903,23.839,-283.93,0.94773,-0.0086468,-0.015006,-0
-2.0015,0.49657,-0.00023549,-0.0086953,-0.034335,0.0030085,6.0129,-33.297,9.567,-0.0087034,-0.034333,-0
-2.0018,0.49691,-0.00025652,-0.016913,0.07032,-0.0025711,18.082,-159.16,-1.1297,-0.016895,0.070325,-0
-2.0021,0.49694,-0.00029904,-0.0095059,-0.068666,-0.0024536,11.931,-184.24,-0.38287,-0.0095264,-0.068663,-0
-2.0024,0.49697,-0.00025348,-0.019712,0.084763,0.0058072,12.919,-181.8,3.222,-0.01969,0.084768,-0
-2.0025,0.49731,-0.00020231,0.0026216,-0.012223,-0.0019264,-21.878,250.92,-2.1537,0.0026191,-0.012223,-0
-2.0024,0.49756,-0.000329,0.015728,-0.038114,-0.0075103,23.952,-243.4,-0.1504,0.015715,-0.038119,-0
-2.002,0.49744,-0.00045746,0.032948,-0.0033396,-0.0047484,26.895,-293.98,-2.1821,0.032946,-0.0033547,-0
-2.0011,0.4974,-0.00056671,0.04871,0.089884,-0.0059534,-24.323,237.94,8.1524,0.048761,0.089857,-0
-1.9996,0.49777,-0.00066775,0.084776,0.028294,-0.0063294,21.194,-288.53,1.7614,0.084795,0.028238,-0
-1.9976,0.49799,-0.00092815,0.1116,-0.028736,-0.01154,21.604,-251.43,-3.6429,0.11158,-0.028839,-0
-1.9949,0.49793,-0.0012024,0.14982,-0.074281,-0.014069,24.495,-163.77,-5.8145,0.14973,-0.07446,-0
-1.9915,0.4978,-0.0014619,0.18932,-0.070877,-0.012731,25.332,-189.3,0.53707,0.18922,-0.071153,-0
-1.9875,0.49787,-0.0016824,0.20732,0.082765,-0.0098137,12.465,-181.1,1.5725,0.20746,0.082416,-0
-1.9828,0.49815,-0.0018253,0.25154,-0.045018,-0.0053413,22.662,-202.1,-0.86531,0.25146,-0.045477,-0
-1.9774,0.49857,-0.0019293,0.27156,0.059558,-0.0024678,24.999,-334.45,2.6994,0.27167,0.059034,-0
-1.9713,0.49911,-0.0020035,0.31662,-0.015958,-0.0036065,-6.9124,198.93,3.7339,0.31659,-0.016592,-0
-1.9646,0.4997,-0.0020576,0.3325,0.060731,-0.0027985,31.466,-343.52,-0.21235,0.33262,0.060046,-0
-1.9574,0.5001,-0.0021259,0.36386,0.016167,-0.0051684,-43.124,549.87,-6.7069,0.3639,0.015394,-0
-1.9497,0.50037,-0.0021703,0.38816,-0.05463,0.00060718,32.125,-227.35,-1.6278,0.38804,-0.055473,-0
-1.9416,0.5006,-0.0021487,0.39651,0.05374,0.0026444,16.144,-343.08,2.4679,0.39662,0.052888,-0
-1.9332,0.5008,-0.0020573,0.41764,0.019123,0.0053683,-54.017,590.91,0.14508,0.41768,0.018264,-0
-1.9245,0.50109,-0.0018782,0.42765,-0.053564,0.01209,30.956,-205.1,-1.9168,0.42755,-0.054369,-0
-1.9157,0.50149,-0.0016444,0.42805,0.056261,0.012431,24.689,-342.93,2.95,0.42814,0.055557,-0
-1.9068,0.50186,-0.0013519,0.43795,0.017861,0.01439,-42.184,562.61,-1.1507,0.43797,0.017267,-0
-1.8977,0.50215,-0.0010249,0.44749,-0.0589,0.016815,33.077,-216.4,-0.24703,0.44743,-0.059362,-0
-1.8887,0.50236,-0.00068148,0.43525,0.051021,0.014635,18.342,-357.61,2.1813,0.43529,0.050723,-0
-1.8796,0.50253,-0.00033091,0.43698,0.06185,0.01736,-79.094,684.63,5.6549,0.437,0.061704,-0
-1.8705,0.50262,5.92e-06,0.45104,-0.045074,0.015508,-7.4054,179.62,-4.636,0.45104,-0.045074,-0
-1.8613,0.5026,0.00028788,0.44562,-0.02595,0.011888,22.339,-279.07,0.73792,0.44562,-0.025823,-0
-1.8519,0.50219,0.00061031,0.45787,-0.057086,0.013496,-3.1774,215.88,-0.75316,0.4579,-0.056809,-0
-1.8423,0.50202,0.00078516,0.46598,-0.015256,0.0031127,21.377,-296.62,1.6307,0.46599,-0.01489,-0
-1.8323,0.5019,0.00096698,0.49272,0.06866,0.011826,-40.389,273.16,7.567,0.49265,0.069135,-0
-1.8219,0.50173,0.001147,0.52301,-0.061485,0.0090247,-2.8724,159.85,-0.88898,0.52308,-0.060887,-0
-1.811,0.5016,0.0012262,0.53558,-0.01468,-0.003094,16.761,-281.02,0.60912,0.53559,-0.014023,-0
-1.7996,0.50166,0.0011965,0.55998,0.057083,-0.0023536,34.878,-335.39,0.84537,0.55991,0.057753,-0
