-0.486,-0.3369,-1.34,-0.3369,-4.02,0.11998
-0.48676,-0.33952,-1.3408,-0.33958,-4.0208,0.11712
-0.48624,-0.34587,-1.3402,-0.34619,-4.0204,0.10971
-0.48608,-0.3553,-1.3401,-0.35555,-4.0202,0.10057
-0.48581,-0.35949,-1.3398,-0.35969,-4.0199,0.096606
-0.48514,-0.35741,-1.3391,-0.35774,-4.0193,0.098122
-0.48537,-0.35685,-1.3394,-0.35704,-4.0195,0.099268
-0.48587,-0.35765,-1.3399,-0.3578,-4.02,0.098627
-0.4865,-0.35828,-1.3405,-0.35836,-4.0205,0.098294
-0.48687,-0.35824,-1.3409,-0.35823,-4.0209,0.098677
-0.48693,-0.3581,-1.3409,-0.35813,-4.021,0.098663
-0.48731,-0.35844,-1.3413,-0.35841,-4.0213,0.098563
-0.48754,-0.35867,-1.3415,-0.35879,-4.0216,0.097738
-0.48769,-0.35854,-1.3417,-0.35867,-4.0218,0.097806
-0.48717,-0.35813,-1.3412,-0.35833,-4.0213,0.09792
-0.48637,-0.35792,-1.3404,-0.35819,-4.0205,0.097879
-0.48554,-0.35792,-1.3395,-0.35815,-4.0197,0.098034
-0.4845,-0.35774,-1.3385,-0.35799,-4.0186,0.098152
-0.48359,-0.35768,-1.3376,-0.35781,-4.0177,0.098665
-0.4825,-0.35751,-1.3365,-0.35763,-4.0166,0.098887
-0.48172,-0.35757,-1.3357,-0.35762,-4.0157,0.099134
-0.48123,-0.3576,-1.3352,-0.35756,-4.0152,0.09949
-0.48091,-0.35748,-1.3349,-0.3574,-4.0149,0.099767
-0.48092,-0.35745,-1.3349,-0.35726,-4.0148,0.10021
-0.48102,-0.35731,-1.335,-0.35713,-4.0149,0.10032
-0.48156,-0.35732,-1.3356,-0.35708,-4.0154,0.10057
-0.48228,-0.35718,-1.3363,-0.35693,-4.0161,0.10075
-0.48314,-0.35699,-1.3371,-0.35675,-4.017,0.1009
-0.48412,-0.35684,-1.3381,-0.35659,-4.018,0.1011
-0.48507,-0.3566,-1.3391,-0.35642,-4.019,0.10106
-0.48618,-0.35646,-1.3402,-0.35628,-4.0201,0.1012
-0.48708,-0.35616,-1.3411,-0.35605,-4.021,0.10119
-0.48795,-0.35592,-1.3419,-0.35585,-4.0219,0.10128
-0.48862,-0.35566,-1.3426,-0.35564,-4.0226,0.10132
-0.48913,-0.3554,-1.3431,-0.35545,-4.0232,0.10128
-0.48955,-0.3552,-1.3436,-0.35527,-4.0236,0.10143
-0.48965,-0.35489,-1.3437,-0.35503,-4.0237,0.10141
-0.48971,-0.35471,-1.3437,-0.35486,-4.0238,0.10159
-0.4895,-0.35446,-1.3435,-0.35465,-4.0236,0.10165
-0.48923,-0.35428,-1.3432,-0.35448,-4.0233,0.10177
-0.48885,-0.3541,-1.3428,-0.3543,-4.023,0.10199
-0.4883,-0.35387,-1.3423,-0.3541,-4.0224,0.10209
-0.48782,-0.35376,-1.3418,-0.35394,-4.0219,0.10238
-0.48721,-0.35356,-1.3412,-0.35375,-4.0213,0.10252
-0.48674,-0.35345,-1.3407,-0.3536,-4.0208,0.10282
-0.48624,-0.35329,-1.3402,-0.35342,-4.0203,0.10308
-0.48583,-0.35314,-1.3398,-0.35325,-4.0199,0.10332
-0.48557,-0.35304,-1.3396,-0.35309,-4.0196,0.10364
-0.48536,-0.35286,-1.3394,-0.35291,-4.0194,0.10385
-0.48565,-0.35241,-1.3397,-0.35222,-4.0196,0.10527
-0.48604,-0.35106,-1.34,-0.35067,-4.0198,0.10743
-0.48658,-0.34944,-1.3406,-0.34897,-4.0203,0.10939
-0.48732,-0.34809,-1.3413,-0.34756,-4.021,0.11099
-0.48817,-0.34662,-1.3422,-0.34613,-4.0219,0.11228
-0.48923,-0.3451,-1.3432,-0.34467,-4.023,0.11359
-0.49039,-0.34353,-1.3444,-0.3432,-4.0242,0.11472
-0.49182,-0.34202,-1.3458,-0.34179,-4.0257,0.11585
-0.49331,-0.3405,-1.3473,-0.34039,-4.0273,0.11686
-0.4949,-0.33899,-1.3489,-0.33899,-4.0289,0.1179
-0.49652,-0.3375,-1.3505,-0.33762,-4.0306,0.11888
-0.49811,-0.33605,-1.3521,-0.33631,-4.0323,0.11974
-0.49962,-0.33453,-1.3536,-0.335,-4.0339,0.12045
-0.50087,-0.33319,-1.3549,-0.33391,-4.0353,0.12073
-0.50213,-0.33239,-1.3561,-0.33323,-4.0366,0.12104
-0.50314,-0.33158,-1.3571,-0.33248,-4.0376,0.12157
-0.50402,-0.33074,-1.358,-0.33169,-4.0385,0.1222
-0.50467,-0.33,-1.3587,-0.33098,-4.0392,0.12283
-0.50513,-0.32933,-1.3591,-0.33032,-4.0397,0.12348
-0.5054,-0.3287,-1.3594,-0.32968,-4.0399,0.12416
-0.5055,-0.32813,-1.3595,-0.32909,-4.04,0.1248
-0.50549,-0.32759,-1.3595,-0.32851,-4.04,0.1255
-0.50535,-0.32711,-1.3593,-0.328,-4.0398,0.12611
-0.50513,-0.32675,-1.3591,-0.32759,-4.0396,0.12667
-0.50492,-0.32643,-1.3589,-0.32719,-4.0393,0.12731
-0.50471,-0.32608,-1.3587,-0.32677,-4.0391,0.12799
-0.50454,-0.32576,-1.3585,-0.32636,-4.0389,0.12868
-0.50443,-0.3255,-1.3584,-0.326,-4.0387,0.12934
-0.50437,-0.32529,-1.3584,-0.3257,-4.0386,0.12989
-0.50439,-0.32514,-1.3584,-0.32547,-4.0386,0.13038
-0.5045,-0.325,-1.3585,-0.32524,-4.0386,0.13089
-0.50468,-0.32485,-1.3587,-0.32502,-4.0388,0.13135
-0.50489,-0.32469,-1.3589,-0.32481,-4.039,0.13173
-0.50515,-0.32455,-1.3592,-0.32463,-4.0392,0.13202
-0.50545,-0.32436,-1.3594,-0.32439,-4.0395,0.13239
-0.50569,-0.3241,-1.3597,-0.32413,-4.0397,0.13268
-0.50591,-0.32387,-1.3599,-0.32391,-4.0399,0.13286
-0.5061,-0.32364,-1.3601,-0.32368,-4.0401,0.13309
-0.5062,-0.32334,-1.3602,-0.32343,-4.0402,0.1332
-0.50628,-0.32303,-1.3603,-0.32314,-4.0403,0.13339
-0.50632,-0.32268,-1.3603,-0.32281,-4.0404,0.13368
-0.50627,-0.32231,-1.3603,-0.32252,-4.0404,0.13374
-0.50619,-0.32215,-1.3602,-0.32241,-4.0403,0.13366
-0.50612,-0.32201,-1.3601,-0.32232,-4.0403,0.13359
-0.50612,-0.32181,-1.3601,-0.32214,-4.0403,0.13373
-0.50625,-0.3215,-1.3603,-0.32176,-4.0404,0.13433
-0.5063,-0.32114,-1.3603,-0.32143,-4.0405,0.13454
-0.50646,-0.32105,-1.3605,-0.32135,-4.0406,0.1346
-0.50682,-0.32097,-1.3608,-0.32117,-4.0409,0.1351
-0.50711,-0.32061,-1.3611,-0.32083,-4.0412,0.13539
-0.50738,-0.3205,-1.3614,-0.32076,-4.0415,0.13534
-0.50771,-0.32056,-1.3617,-0.32077,-4.0418,0.13545
-0.50789,-0.32028,-1.3619,-0.32045,-4.042,0.13591
-0.50763,-0.31985,-1.3616,-0.32013,-4.0418,0.1359
-0.5071,-0.31978,-1.3611,-0.32017,-4.0413,0.13551
-0.50613,-0.31966,-1.3601,-0.32014,-4.0404,0.13524
-0.50461,-0.31914,-1.3586,-0.31971,-4.0389,0.1354
-0.50235,-0.31852,-1.3563,-0.31931,-4.0368,0.13511
-0.49949,-0.31817,-1.3535,-0.31919,-4.034,0.1345
-0.49589,-0.31791,-1.3499,-0.31916,-4.0306,0.13384
-0.49166,-0.31752,-1.3457,-0.31896,-4.0264,0.13344
-0.48684,-0.31702,-1.3408,-0.31858,-4.0217,0.13343
-0.48132,-0.31645,-1.3353,-0.3181,-4.0162,0.13363
-0.47521,-0.31579,-1.3292,-0.3175,-4.0101,0.13403
-0.46846,-0.31513,-1.3225,-0.31689,-4.0034,0.1345
-0.4612,-0.31462,-1.3152,-0.31644,-3.9962,0.13477
-0.4535,-0.31428,-1.3075,-0.31613,-3.9885,0.13495
-0.44539,-0.31409,-1.2994,-0.31592,-3.9804,0.13522
-0.43703,-0.31402,-1.291,-0.31578,-3.972,0.1356
-0.42855,-0.31399,-1.2825,-0.3156,-3.9634,0.13625
-0.4199,-0.31396,-1.2739,-0.31536,-3.9546,0.13713
-0.41119,-0.31401,-1.2652,-0.31517,-3.9458,0.1381
-0.40243,-0.3142,-1.2564,-0.31508,-3.9369,0.13905
-0.39363,-0.31452,-1.2476,-0.3151,-3.9279,0.13997
-0.38488,-0.31488,-1.2389,-0.31516,-3.919,0.14084
-0.37606,-0.31527,-1.2301,-0.31527,-3.9101,0.14163
-0.36712,-0.31572,-1.2211,-0.31548,-3.901,0.14218
-0.35795,-0.3166,-1.212,-0.31608,-3.8917,0.14244
-0.34854,-0.31705,-1.2025,-0.31638,-3.8822,0.14262
-0.33865,-0.31745,-1.1926,-0.31662,-3.8722,0.14287
-0.32841,-0.31786,-1.1824,-0.31689,-3.8619,0.14308
-0.31758,-0.31814,-1.1716,-0.31709,-3.851,0.1431
-0.30609,-0.31803,-1.1601,-0.31701,-3.8395,0.1431
-0.29397,-0.31776,-1.148,-0.31683,-3.8275,0.14298
-0.28128,-0.31733,-1.1353,-0.31659,-3.8149,0.14262
-0.26769,-0.31661,-1.1217,-0.31619,-3.8015,0.14204
-0.25366,-0.31594,-1.1077,-0.31586,-3.7876,0.1413
-0.23921,-0.31525,-1.0932,-0.31549,-3.7733,0.14065
-0.22441,-0.31464,-1.0784,-0.31517,-3.7587,0.14005
-0.20966,-0.31443,-1.0637,-0.31518,-3.7441,0.13937
-0.1947,-0.31461,-1.0487,-0.31548,-3.7292,0.13871
-0.17965,-0.31458,-1.0336,-0.31551,-3.7141,0.13847
-0.16469,-0.31473,-1.0187,-0.31562,-3.6992,0.13851
-0.14939,-0.31524,-1.0034,-0.31597,-3.6838,0.13865
-0.13408,-0.31563,-0.98808,-0.31616,-3.6684,0.13907
-0.11847,-0.31601,-0.97247,-0.31629,-3.6526,0.13975
-0.10222,-0.31627,-0.95622,-0.31629,-3.6362,0.14052
-0.085586,-0.31641,-0.93959,-0.31622,-3.6195,0.14127
-0.068536,-0.31661,-0.92254,-0.31625,-3.6023,0.14179
-0.051275,-0.31721,-0.90528,-0.31667,-3.585,0.14191
-0.0333,-0.31761,-0.8873,-0.31699,-3.567,0.14184
-0.014774,-0.31809,-0.86877,-0.31736,-3.5484,0.14182
0.004132,-0.31845,-0.84987,-0.31763,-3.5294,0.14185
0.023432,-0.31843,-0.83057,-0.31758,-3.5101,0.14197
0.043454,-0.31826,-0.81055,-0.31744,-3.4901,0.14204
0.063999,-0.31795,-0.79,-0.3172,-3.4696,0.14204
